Geo Point;Geo Shape;N_SQ_SPVP;N_SQ_CA;N_SQ_PC
48.870252536,2.32765248475;"{""coordinates"": [[[2.32773221486159, 48.870094847525436], [2.327730509832901, 48.87009449619889], [2.327526018577606, 48.87015960744648], [2.327634176157089, 48.870406565623064], [2.327688704665301, 48.870402915708766], [2.327729601143988, 48.87040024953017], [2.327746640921898, 48.87039898632733], [2.32772792374189, 48.87026170451412], [2.327712608389084, 48.870150910336896], [2.32773221486159, 48.870094847525436]]], ""type"": ""Polygon""}";1359;9;750019147
48.8897616894,2.33765954169;"{""coordinates"": [[[2.337579799235862, 48.88985442518168], [2.337727252407663, 48.88984852195248], [2.337728956671149, 48.88982379183446], [2.337734922292412, 48.88975985850474], [2.337741740275737, 48.88967555206696], [2.337592582054751, 48.889669510929856], [2.337586616713783, 48.889754099070025], [2.337584059759327, 48.88979428567505], [2.337579799235862, 48.88985442518168]]], ""type"": ""Polygon""}";57;18;750062607
48.8709694001,2.32008813552;"{""coordinates"": [[[2.320199399242223, 48.87107142390174], [2.320124461168337, 48.87095752822921], [2.320192629271511, 48.87093435352931], [2.320187518410188, 48.87092880253879], [2.320186667851721, 48.870927537729045], [2.320186667994895, 48.87092627325416], [2.32018666769029, 48.870924938628], [2.320186669208432, 48.8709236732616], [2.320186668903828, 48.87092233863544], [2.320187521539429, 48.87092135510045], [2.320188374174997, 48.87092037156548], [2.320189226362752, 48.87091931787922], [2.320190078550473, 48.87091826419292], [2.320191782303463, 48.87091756248935], [2.32023864828469, 48.870901620701005], [2.320217358269757, 48.870871056144324], [2.320216507477312, 48.87086782447104], [2.320216508566791, 48.87086627850722], [2.32021736120091, 48.870865294972], [2.320217361363114, 48.870863820050964], [2.320218213997177, 48.87086283651571], [2.320219066234761, 48.87086136103777], [2.320219918908384, 48.87085995661037], [2.320220770678288, 48.87085862142723], [2.320222475874982, 48.87085728659413], [2.320223328528593, 48.87085609261278], [2.320225031882599, 48.870854898965995], [2.320226736611393, 48.870853704427624], [2.320228440860909, 48.87085265108331], [2.320230146005927, 48.87085173804152], [2.320231849787655, 48.87085082499198], [2.320214817945798, 48.870827427195536], [2.319943847949378, 48.87091745634816], [2.319927657522763, 48.87092328473322], [2.320005150947697, 48.87104034275106], [2.320056245046823, 48.87111868514169], [2.320063060051371, 48.8711203723493], [2.320071581993449, 48.871117563547], [2.320072434686981, 48.87111615822169], [2.320072433917316, 48.87111496389055], [2.320074139199104, 48.87111299682255], [2.320075843480538, 48.87111173303464], [2.320199399242223, 48.87107142390174]]], ""type"": ""Polygon""}";1287;8;750076212
48.8879260378,2.29855124321;"{""coordinates"": [[[2.298130528583668, 48.88751199415051], [2.297999255560195, 48.88753738252861], [2.297861008134504, 48.88775948463733], [2.297898442183614, 48.88784563163018], [2.297975972027591, 48.887882331055756], [2.298068838430104, 48.887926342864205], [2.298227307487292, 48.88800171026653], [2.298502500253222, 48.88813233813619], [2.298671195482685, 48.888212204835845], [2.298763211238541, 48.88825607530433], [2.298833926926159, 48.88828968101938], [2.298969439908886, 48.88829408170175], [2.299305348323866, 48.88816365653122], [2.299311382056243, 48.88807373089666], [2.298919464915622, 48.88788728352938], [2.298461096469987, 48.88766933854615], [2.298130528583668, 48.88751199415051]]], ""type"": ""Polygon""}";99;17;750057722
48.870939657,2.34446804804;"{""coordinates"": [[[2.344606119295028, 48.871076925554945], [2.344561796701953, 48.87095622973319], [2.344525146081502, 48.87085738219876], [2.34448252767275, 48.87073963649717], [2.344466340150425, 48.87074188523035], [2.344376028662, 48.8707577693781], [2.344417793169798, 48.87086188633366], [2.34433941080321, 48.870877628940896], [2.344345376858531, 48.8708938569413], [2.344375209171066, 48.87096909907292], [2.344389698260656, 48.87100886272106], [2.344422941991078, 48.87110693797781], [2.344606119295028, 48.871076925554945]]], ""type"": ""Polygon""}";1290;2;750002689
48.8872371493,2.30980511042;"{""coordinates"": [[[2.309957982045092, 48.887184868678055], [2.309883860068034, 48.88713497022053], [2.309819063096515, 48.88717738957002], [2.309704814163827, 48.88725323878837], [2.309651953097732, 48.887288916228314], [2.309727779601754, 48.88733923744155], [2.309862489953305, 48.88724962228392], [2.309896593676326, 48.887226726744174], [2.309957982045092, 48.887184868678055]]], ""type"": ""Polygon""}";172;17;750057411
48.8693013801,2.33481219295;"{""coordinates"": [[[2.334667484926209, 48.8693815779644], [2.334860033101477, 48.86938017583192], [2.334859178772314, 48.86942359403429], [2.334855771602082, 48.86942415607554], [2.33485406584803, 48.86945492748902], [2.334853213031252, 48.869482959747984], [2.334851506365143, 48.86953825082367], [2.335069613989464, 48.86953832411016], [2.335073027808787, 48.86940406496807], [2.335072176671274, 48.869380178202206], [2.334908595329895, 48.869379543645664], [2.334910308152715, 48.86919371752446], [2.334905196350414, 48.86919357670189], [2.334897527385294, 48.86919266352374], [2.334889859688093, 48.869191117214925], [2.334883044376987, 48.8691890099558], [2.334877080540066, 48.86918619964524], [2.334871116597095, 48.869182757095956], [2.334866856671638, 48.86917889233119], [2.334862597135659, 48.86917467682484], [2.3348600420729, 48.869170110153895], [2.33485748560803, 48.86916533302887], [2.334856633655124, 48.869160415185746], [2.334856634177962, 48.86915535638643], [2.334866858603251, 48.869155146099715], [2.334869416204243, 48.86910154060491], [2.334794442505199, 48.86909992422723], [2.334543109069636, 48.86909992022031], [2.334667484926209, 48.8693815779644]]], ""type"": ""Polygon""}";1448;2;750002935
48.8872218821,2.29894324374;"{""coordinates"": [[[2.298869651448268, 48.887272668651356], [2.298946343930495, 48.88729082015168], [2.298975315497529, 48.887297995568865], [2.298998324014844, 48.88730320250548], [2.299012923631929, 48.887157777957796], [2.298884232626984, 48.8871518335268], [2.298873082102546, 48.887244145760455], [2.298873079807282, 48.88724765853546], [2.298869651448268, 48.887272668651356]]], ""type"": ""Polygon""}";179;17;750055266
48.8694461751,2.3479920171;"{""coordinates"": [[[2.347943075085046, 48.86937939760182], [2.347860433825994, 48.86938060035212], [2.347875799360098, 48.86951605199909], [2.347966960396016, 48.869514919032284], [2.348096463589095, 48.869517364662556], [2.348096463087302, 48.869515117206504], [2.348122864346089, 48.86946804289229], [2.348110914980744, 48.86937678192259], [2.348018049799106, 48.86937826635097], [2.347964375090235, 48.869379044181265], [2.347943075085046, 48.86937939760182]]], ""type"": ""Polygon""}";1456;2;750002054
48.865853199,2.33198216442;"{""coordinates"": [[[2.331854594222284, 48.865939945609576], [2.332113587568902, 48.86586070729413], [2.332031813721307, 48.86574703051575], [2.33196451023254, 48.865771336510534], [2.332002839559874, 48.86583260072488], [2.331873343232953, 48.86587671656387], [2.331822225618263, 48.86589455930137], [2.331854594222284, 48.865939945609576]]], ""type"": ""Polygon""}";5758;1;750081892
48.8657631711,2.33932738086;"{""coordinates"": [[[2.339442671293721, 48.86582028379516], [2.339362583530781, 48.865672046096726], [2.339212647917142, 48.86570464793161], [2.339291883848392, 48.86585499358672], [2.339442671293721, 48.86582028379516]]], ""type"": ""Polygon""}";5760;1;750000812
48.8691268287,2.27660285789;"{""coordinates"": [[[2.277003788712871, 48.869197378731705], [2.276909378012838, 48.8690658803615], [2.27677329114696, 48.86887646924051], [2.276580673447953, 48.86893503184365], [2.276491182139856, 48.868962594664175], [2.276361633980788, 48.869001729088325], [2.276203956952996, 48.86905138742843], [2.276204807559036, 48.869053354950815], [2.276209916377708, 48.86905595708231], [2.276211618667587, 48.8690568712216], [2.27621757913217, 48.86905940385684], [2.276284761601225, 48.86916131057024], [2.276283055932915, 48.86916250358516], [2.276282202688541, 48.869163767406704], [2.276282199481049, 48.869166156956226], [2.276410618928807, 48.86935444032345], [2.276427628008066, 48.869380092735334], [2.277003788712871, 48.869197378731705]]], ""type"": ""Polygon""}";1473;16;750050832
48.8653927888,2.32829296405;"{""coordinates"": [[[2.328367708103461, 48.865725963434635], [2.328710198260008, 48.8656142804152], [2.328548371125109, 48.86540019970867], [2.328384841268301, 48.86518380055706], [2.328326072244561, 48.86510517993974], [2.328301373221156, 48.86507208746601], [2.327809792771931, 48.86523132142772], [2.327834491558565, 48.86526441399813], [2.327847267205481, 48.865281838638346], [2.327891569497312, 48.865268984859334], [2.327979293943372, 48.86538800502603], [2.328068750015471, 48.86535906628795], [2.32814540408656, 48.865460591239696], [2.328112178254332, 48.86547147836845], [2.328223759090811, 48.86558150748792], [2.328367708103461, 48.865725963434635]]], ""type"": ""Polygon""}";5762;1;750000945
48.8637918587,2.35313004316;"{""coordinates"": [[[2.352885351986138, 48.86381115811223], [2.352883648782803, 48.86381165073753], [2.352925418268402, 48.863896092167174], [2.35292797391579, 48.86389566980245], [2.353210773588437, 48.86381511614895], [2.35325080955541, 48.86380316616882], [2.353252512305186, 48.86380358816996], [2.353358136345756, 48.863772729499104], [2.353353874810212, 48.863765845368526], [2.353377725737277, 48.863757902613095], [2.353332551481847, 48.86368568662418], [2.353298478881751, 48.8636942630357], [2.353300184378293, 48.8636981969945], [2.353135785685193, 48.86374529220222], [2.353102565402189, 48.86375471135444], [2.353099157159368, 48.863755625552976], [2.352966275966963, 48.86379252862842], [2.352885351986138, 48.86381115811223]]], ""type"": ""Polygon""}";5777;3;750004588
48.8682843611,2.28313597198;"{""coordinates"": [[[2.283427179678834, 48.86812044282467], [2.283426328695806, 48.868119177742514], [2.283369308967188, 48.86806294633401], [2.28334292620593, 48.86803708048443], [2.283316543254094, 48.86801093313099], [2.283308883830632, 48.868003060235225], [2.283294415376448, 48.86798872161896], [2.283117862937275, 48.868171233928116], [2.283099950658912, 48.86818970268521], [2.28305986381594, 48.86823085418858], [2.282985659506346, 48.8683083112485], [2.282821897721873, 48.86847755067679], [2.283005838462989, 48.86855541028287], [2.283109042117121, 48.868449232659664], [2.283174717357377, 48.86838083395238], [2.28327109704974, 48.86828160774194], [2.28333677038198, 48.86821391131764], [2.283427179678834, 48.86812044282467]]], ""type"": ""Polygon""}";1602;16;750050908
48.854494577,2.27638781433;"{""coordinates"": [[[2.276403800037001, 48.85466807060064], [2.276539294106507, 48.85461186685778], [2.27652824639239, 48.854591557260136], [2.276518047087831, 48.85457433939537], [2.276463654137423, 48.85447707654847], [2.276455155309892, 48.85446175581686], [2.276382916773159, 48.85433202512064], [2.276230413906752, 48.854368056587106], [2.27625591203648, 48.85441113639239], [2.276314557315733, 48.85451346057933], [2.276370652270532, 48.85461072389229], [2.276403800037001, 48.85466807060064]]], ""type"": ""Polygon""}";5789;16;750079619
48.8697053817,2.31794352368;"{""coordinates"": [[[2.318076587723132, 48.870014734811804], [2.318179701641638, 48.86995482249053], [2.318077516414399, 48.869813521858106], [2.317961707766846, 48.869653952460595], [2.317938715025454, 48.86962352794152], [2.317864632233734, 48.869521996122344], [2.317779477898721, 48.869405216616215], [2.317761595478868, 48.86938245121797], [2.317702801996844, 48.86940105896904], [2.317692582877329, 48.86938742781424], [2.317672985308935, 48.869393818354254], [2.317747920445239, 48.8694957014128], [2.317761544777754, 48.869513829804575], [2.317776020870857, 48.86953385436968], [2.317786239655794, 48.86954699447159], [2.317861175848819, 48.869647893566395], [2.317959954889504, 48.86978209896409], [2.31800167961174, 48.869838731860874], [2.31803829732999, 48.86988819755174], [2.318016142011003, 48.86989521930163], [2.318033174216685, 48.86991672072439], [2.318006758545701, 48.86992718426892], [2.318022087859479, 48.869943907669935], [2.318016974580988, 48.86994720880534], [2.318076587723132, 48.870014734811804]]], ""type"": ""Polygon""}";5716;8;750017053
48.8683870837,2.35760260772;"{""coordinates"": [[[2.357754984510241, 48.86848503800237], [2.357652653672619, 48.86825468742472], [2.357449901821962, 48.86829463067486], [2.357550525177192, 48.86851535560363], [2.357754984510241, 48.86848503800237]]], ""type"": ""Polygon""}";1611;3;750003993
48.8832677286,2.37468919396;"{""coordinates"": [[[2.374342289713999, 48.88371396698167], [2.374357621925168, 48.883703001567], [2.374361029407106, 48.88370075216939], [2.374633607929399, 48.883524319000806], [2.374637015387726, 48.88352206959498], [2.374672791368215, 48.88349915453931], [2.374676198823203, 48.88349690513232], [2.374694938021623, 48.88348383145783], [2.374698345474651, 48.883481582050216], [2.374768192755417, 48.88343575198125], [2.374771599881295, 48.8834336428648], [2.37486700235415, 48.88337262884448], [2.37487040979247, 48.88337037943173], [2.375000733803909, 48.88328420189138], [2.375004140910554, 48.88328209276805], [2.37508420965743, 48.88323021752795], [2.375086764884005, 48.88322853023694], [2.375589320661346, 48.882900545111305], [2.375447858408162, 48.88290719792543], [2.375180272077044, 48.8829197943898], [2.374936548225557, 48.88293153907002], [2.374469550248272, 48.88295333423433], [2.374466143463144, 48.882955303049656], [2.374526682102396, 48.88299701448549], [2.374553114043974, 48.883014990732555], [2.374663960856939, 48.88309111146354], [2.374561743077423, 48.883156342653606], [2.374558335961188, 48.88315845176459], [2.374233798337996, 48.88336890550382], [2.374230390872377, 48.883371154898484], [2.374094101726542, 48.88345930052088], [2.374091546456481, 48.883460987790365], [2.37400892004993, 48.883514409322814], [2.374005512887778, 48.883516518417395], [2.373886258117077, 48.8835938386239], [2.374342289713999, 48.88371396698167]]], ""type"": ""Polygon""}";5692;19;750067964
48.867646497,2.29805829466;"{""coordinates"": [[[2.29795351180478, 48.86764139433217], [2.298030988807645, 48.867706898560805], [2.298127299365953, 48.867655925377996], [2.298117935564639, 48.86764629781214], [2.298165667717915, 48.86761785975323], [2.298129055157528, 48.86758925355492], [2.298049790490623, 48.867631731650214], [2.298022544374142, 48.86761043448878], [2.29795351180478, 48.86764139433217]]], ""type"": ""Polygon""}";5739;16;750050508
48.8683169587,2.34920319511;"{""coordinates"": [[[2.349415035503266, 48.86831605880996], [2.349405663475646, 48.86831254719944], [2.349284677009143, 48.86827918942338], [2.349258263991763, 48.868272447349405], [2.349210549824301, 48.8682583317609], [2.349048666259317, 48.86821310488701], [2.3490273748968, 48.86824444087808], [2.348984792542876, 48.868312312843855], [2.349127080899883, 48.86835494206469], [2.349281298675764, 48.868400450910706], [2.349282150136221, 48.86839918656846], [2.349361388791286, 48.868423064079195], [2.34939460231706, 48.868369946927594], [2.349382672963539, 48.868364679389224], [2.349415035503266, 48.86831605880996]]], ""type"": ""Polygon""}";1635;2;750003266
48.883196121,2.32815300782;"{""coordinates"": [[[2.328424306272955, 48.88333974349072], [2.328495062054047, 48.883218908644814], [2.327994828543111, 48.88310533933071], [2.327997386994498, 48.88310056205059], [2.327946255135942, 48.883089036092365], [2.327944550296554, 48.883093391879754], [2.327804792986814, 48.88306120442431], [2.327771543207404, 48.883133706242866], [2.328039976412118, 48.88321845438301], [2.328163541423075, 48.88325738561613], [2.328196775809331, 48.883268066407254], [2.328230011101459, 48.88327846660254], [2.328371471136767, 48.883323019020494], [2.328424306272955, 48.88333974349072]]], ""type"": ""Polygon""}";5693;9;750019531
48.8663376592,2.39267293056;"{""coordinates"": [[[2.39220641328865, 48.866568007746686], [2.392323214603456, 48.86664530279432], [2.39316685386233, 48.86608768753459], [2.393110613166699, 48.8660754213623], [2.392990462098588, 48.866049063950534], [2.39220641328865, 48.866568007746686]]], ""type"": ""Polygon""}";5748;20;750072094
48.868353858,2.35168677008;"{""coordinates"": [[[2.351696627121495, 48.868421090821045], [2.351700886462299, 48.86842038722369], [2.351850821464367, 48.868380039980124], [2.351864451061099, 48.86837708750206], [2.351844843762859, 48.86833697411106], [2.351838877674363, 48.86832573420685], [2.351811598109295, 48.86826995499637], [2.351617364303376, 48.86832021399598], [2.351588400310251, 48.86832738402614], [2.351502359133318, 48.86835205447433], [2.35146828389117, 48.8683621061522], [2.351505784838535, 48.86841437133198], [2.351535601383864, 48.86840628771325], [2.351540716030698, 48.86841605259552], [2.351670203393449, 48.868379362136345], [2.351677023017656, 48.86839004008664], [2.351696627121495, 48.868421090821045]]], ""type"": ""Polygon""}";1636;2;750003130
48.8698681558,2.31785816525;"{""coordinates"": [[[2.317904446670093, 48.87011552367372], [2.318076587723132, 48.870014734811804], [2.318016974580988, 48.86994720880534], [2.318022087859479, 48.869943907669935], [2.318006758545701, 48.86992718426892], [2.318033174216685, 48.86991672072439], [2.318016142011003, 48.86989521930163], [2.31803829732999, 48.86988819755174], [2.31800167961174, 48.869838731860874], [2.317959954889504, 48.86978209896409], [2.317861175848819, 48.869647893566395], [2.317786190450286, 48.86967233035544], [2.317761480294848, 48.86967998502499], [2.317758925686769, 48.8696761203729], [2.317634519126474, 48.8697174807068], [2.317654105431422, 48.86974193220715], [2.317622578900015, 48.86975197441853], [2.317648976296449, 48.86978661474302], [2.31766685903419, 48.869810715676564], [2.317707733627524, 48.86986488952074], [2.317709436811376, 48.86986776993454], [2.317724764311683, 48.86988941097615], [2.317767341458368, 48.86994548222256], [2.317786927283451, 48.86997091847383], [2.317787778657006, 48.86997232360437], [2.317826098731453, 48.870023476333344], [2.317904446670093, 48.87011552367372]]], ""type"": ""Polygon""}";5715;8;750017054
