N_SQ_CA;NUMEVP;TEXTE;geo_shape;geo_point_2d
11;2;11-2;"{""coordinates"": [[[2.395460092787072, 48.85291179651482], [2.395577386867528, 48.852707642984114], [2.395694100893964, 48.85273463113629], [2.395864889686816, 48.85239401199915], [2.395522411125925, 48.8523105151344], [2.395659234576684, 48.852057312353836], [2.395791279455196, 48.85208541661726], [2.395882183426677, 48.851894343550015], [2.395883884106279, 48.85189188341816], [2.3959144649216952, 48.85182421145779], [2.3956120288038782, 48.851749194574126], [2.395591655735845, 48.851806112324056], [2.395685373926191, 48.85183374430418], [2.395675174328586, 48.85185222751574], [2.395600385437076, 48.85198673532083], [2.395604643988727, 48.85198757614095], [2.395429595949077, 48.85232644046336], [2.39535736220671, 48.85246354750868], [2.395359918081434, 48.85246431857692], [2.395240952405976, 48.852696224641626], [2.395117738252464, 48.85293677340822], [2.39547213758216, 48.853015277246854], [2.3955171738796412, 48.85292680186663], [2.395460092787072, 48.85291179651482]]], ""type"": ""Polygon""}";48.8524734308,2.39553546758
4;4;4-4;"{""coordinates"": [[[2.36413374996316, 48.84833647253154], [2.3643167800716762, 48.84821102076752], [2.364173658446246, 48.84811979393629], [2.363989775647032, 48.84824264541511], [2.36413374996316, 48.84833647253154]]], ""type"": ""Polygon""}";48.8482277217,2.36415333613
16;182;16-182;"{""coordinates"": [[[[2.263327133308198, 48.84547844864171], [2.263324588190838, 48.84547254569993], [2.263292323045864, 48.84540817073712], [2.263185023701706, 48.84540894443274], [2.263184343018831, 48.84529372475685], [2.262902461279197, 48.845301340877434], [2.262909071347852, 48.84543806323245], [2.262575260005927, 48.845447564778496], [2.262456800701532, 48.84549453617662], [2.2625052464686632, 48.84555688500496], [2.262771928968863, 48.84546403917711], [2.262782984147378, 48.845474444650854], [2.262887156163686, 48.8456008543053], [2.262675378167859, 48.8456785282611], [2.262765392092127, 48.845788286163526], [2.262775760651587, 48.84580032245584], [2.26278818079442, 48.84579573576414], [2.262811426305304, 48.84582377832486], [2.262799508614536, 48.845828101901866], [2.262881252028288, 48.845928200779596], [2.263109433979044, 48.84584757415644], [2.263184217058496, 48.845953006375254], [2.263215672030544, 48.84598920811981], [2.263516474042516, 48.84585893670273], [2.263465527862338, 48.84575829668045], [2.263447697204794, 48.84572273648412], [2.26344599844241, 48.84571971403921], [2.263408637717453, 48.845645429983435], [2.263394207186484, 48.84561457822041], [2.263378924140428, 48.84558407735563], [2.263333076414651, 48.84549074723476], [2.263327133308198, 48.84547844864171]], [[2.263250490514934, 48.84547924298501], [2.263250470886298, 48.845492872801806], [2.263261245054847, 48.8456926170459], [2.263257789206212, 48.84572626723442], [2.263235637275205, 48.84573362975251], [2.263063615393556, 48.845735626297845], [2.263058068677038, 48.8456608968468], [2.262989977433032, 48.845662381353954], [2.2629762792556862, 48.84548215695358], [2.263250490514934, 48.84547924298501]]]], ""type"": ""MultiPolygon""}";48.8456520661,2.26306715987
5;11;5-11;"{""coordinates"": [[[2.351262326846334, 48.84534842699117], [2.351484661998769, 48.84560637729084], [2.351589302003898, 48.84525417131389], [2.351500742085541, 48.84526563479879], [2.351513529535471, 48.845311370037024], [2.351262326846334, 48.84534842699117]]], ""type"": ""Polygon""}";48.845409203,2.35144811242
12;10;12-10;"{""coordinates"": [[[2.405078409799326, 48.83366405864804], [2.404335710990067, 48.833438769419885], [2.404326355494281, 48.83344608143314], [2.404322095617265, 48.833444046539114], [2.404316984597973, 48.833442223253556], [2.404313577442225, 48.833441030814384], [2.404309320506291, 48.8334400499905], [2.404305913419361, 48.833439209203235], [2.404301656001712, 48.83343850897862], [2.404297397541598, 48.833438019200095], [2.404293140753218, 48.83343774078058], [2.404288883723796, 48.83343760266067], [2.404285478455776, 48.83343767563692], [2.404281222306524, 48.83343781812306], [2.404276965665033, 48.83343824210789], [2.404272710134224, 48.83343880729844], [2.404268453571006, 48.83343958203575], [2.404265049570563, 48.83344049772291], [2.40426079387675, 48.83344155396561], [2.404255688161082, 48.83344296212296], [2.404251433027567, 48.8334440885186], [2.404247177642388, 48.83344535611318], [2.40424207231341, 48.833447326375044], [2.4042378179539092, 48.833449576980534], [2.40423271301139, 48.8334521093472], [2.404228459840084, 48.833454851911014], [2.404225059000628, 48.83345787482534], [2.404220806467099, 48.83346103829495], [2.404218257147059, 48.833464412605586], [2.404215707595681, 48.833467926316594], [2.404213157792591, 48.83347158122661], [2.404211459536975, 48.83347439317635], [2.404210611942496, 48.8334772741177], [2.404209765373564, 48.833481138070276], [2.40420891935476, 48.83348507307541], [2.404208924788591, 48.83348900782498], [2.404209780670368, 48.833491957509175], [2.404209784287269, 48.8334949784947], [2.40421063935708, 48.8334979992247], [2.404211495228825, 48.83350094980816], [2.404213201201785, 48.83350389922997], [2.404214907976665, 48.83350677850529], [2.404217467471903, 48.83351050023641], [2.404220027198402, 48.83351408256704], [2.404223437278143, 48.833517522536766], [2.404226847038932, 48.83352075205338], [2.404231107934163, 48.83352377086114], [2.404235367708957, 48.83352664936227], [2.404240479440438, 48.83352924520931], [2.404245590853054, 48.83353163060311], [2.404248998641768, 48.8335332448495], [2.404253258135568, 48.83353471764084], [2.40425751594802, 48.833535979972254], [2.404249011180854, 48.83354251826554], [2.404976374303124, 48.833758473652665], [2.405078409799326, 48.83366405864804]]], ""type"": ""Polygon""}";48.833591864,2.40463087984
14;130;14-130;"{""coordinates"": [[[2.319769157970116, 48.8365666104947], [2.319788738119421, 48.83657363890171], [2.319796400429564, 48.83657644983792], [2.319798954340466, 48.8365739910925], [2.31983132279899, 48.836533669310406], [2.319839840412132, 48.83652376441168], [2.319787909864308, 48.836505771294064], [2.319738524116746, 48.83651545906139], [2.319717241769407, 48.83650576062674], [2.319700208115629, 48.8365234631905], [2.31960060714846, 48.83647862515582], [2.319622751283113, 48.83645663829351], [2.319576782638695, 48.836436046536775], [2.31952823456876, 48.8364833218794], [2.3195444101336, 48.83648929578327], [2.319514596765043, 48.83652715875758], [2.319738493293935, 48.836603840919686], [2.31976830539841, 48.83656794480881], [2.319769157970116, 48.8365666104947]]], ""type"": ""Polygon""}";48.8365288418,2.31966673761
14;116;14-116;"{""coordinates"": [[[2.324584749309703, 48.82992045103674], [2.324761066566251, 48.82987669192721], [2.324678418993433, 48.82973131161669], [2.324499715241411, 48.82977446174186], [2.32458466113195, 48.82992042265813], [2.324584749309703, 48.82992045103674]]], ""type"": ""Polygon""}";48.8298256412,2.3246307979
15;83;15-83;"{""coordinates"": [[[2.306917932401935, 48.83354785479479], [2.306913675121696, 48.83354785350879], [2.306907715351774, 48.83354792240129], [2.306901755508216, 48.833548201746666], [2.306897498154413, 48.83354841091321], [2.306893241647651, 48.833548761286174], [2.306887282147842, 48.83354932213691], [2.306882173180952, 48.83354995267117], [2.306877915238093, 48.83355051348885], [2.306873659074877, 48.83355114536723], [2.306869401990897, 48.83355184649199], [2.306864291931319, 48.83355296897676], [2.306857480658162, 48.83355437299967], [2.306850668893361, 48.833555916422334], [2.306845560035682, 48.83355746071978], [2.306841302791225, 48.83355858364907], [2.306837896497062, 48.83355984731526], [2.306832786620096, 48.83356167311034], [2.306827676828648, 48.83356328755278], [2.306823419349664, 48.833565042740084], [2.306818309250013, 48.833567499893896], [2.306814051255076, 48.83356939627961], [2.306810644799714, 48.83357108175054], [2.306804684017718, 48.83357389012573], [2.306801276469039, 48.8335760675477], [2.306797018680295, 48.83357866544581], [2.306791908921472, 48.83358140410457], [2.306788501727218, 48.833583862132954], [2.306785094372502, 48.833586741966776], [2.306781688036412, 48.833589340302304], [2.306777428992459, 48.83359285195654], [2.306773169163363, 48.833596012850144], [2.3067697625917543, 48.83359924344396], [2.306767205608558, 48.83360261476736], [2.306764649471759, 48.83360612729732], [2.306761241880052, 48.83360963938908], [2.306760389917256, 48.833612238139104], [2.3067586855547972, 48.833614907496035], [2.306756981192264, 48.83361757685296], [2.30675612762053, 48.833620808752976], [2.306754422371347, 48.83362467157414], [2.306753568564824, 48.833628535732785], [2.306752715187654, 48.83363247004506], [2.30675186111191, 48.83363584224443], [2.306751859865419, 48.833639213990686], [2.30675185724471, 48.8336425866283], [2.306752705461971, 48.83364764512757], [2.306753553913909, 48.833652071368256], [2.30675525382132, 48.83365649804709], [2.306756103870257, 48.83366029203699], [2.306758655468168, 48.833664086895325], [2.306760356126274, 48.833667740116695], [2.306762908228432, 48.8336713946755], [2.30676631122091, 48.83367539952561], [2.306769713343249, 48.83367926496758], [2.306773116410903, 48.83368305936437], [2.306776520560049, 48.833686362709095], [2.30677992335943, 48.83368966514646], [2.306782476053413, 48.83369296805295], [2.306785028638379, 48.83369535719472], [2.306787581492882, 48.83369823829558], [2.3067909836182903, 48.833702103736876], [2.3067935364735552, 48.833704984837595], [2.306796089489052, 48.83370744413276], [2.306798640982605, 48.83371032522543], [2.306801193998606, 48.833712784520486], [2.306802895117053, 48.833715174123256], [2.306805448133491, 48.83371763341818], [2.306808000057512, 48.833720584664334], [2.306811403977506, 48.833724520266514], [2.306814806817479, 48.83372894692052], [2.306819059075525, 48.83373639589701], [2.307093236766891, 48.83367562468817], [2.307103454804834, 48.83367415224921], [2.30710345604054, 48.833670779603764], [2.307102607830965, 48.833666845324856], [2.307102609768952, 48.83366403479222], [2.307102610992859, 48.833660663046096], [2.307101762795467, 48.8336567278678], [2.307100912993793, 48.83365342583954], [2.307100063464581, 48.83365061577047], [2.307099213663114, 48.83364731374216], [2.307097514156536, 48.833642957221834], [2.307095812627883, 48.833639162798555], [2.307094112734033, 48.83363586034228], [2.307093262702892, 48.83363319057255], [2.307091561646562, 48.83363059052061], [2.307089860160672, 48.83362792031501], [2.307089010559608, 48.83362532069887], [2.30708645842499, 48.8336216670462], [2.307083906072177, 48.83361864475275], [2.3070822054346563, 48.833616115753664], [2.307080503447102, 48.83361358584731], [2.307077951512891, 48.83361063460674], [2.307075398646528, 48.833607753511835], [2.3070728460644983, 48.83360536347678], [2.307069442319714, 48.833602131193224], [2.307066039937607, 48.833598898917465], [2.307062635115266, 48.83359615768571], [2.307060082449554, 48.83359397900281], [2.307057529784057, 48.833591800319795], [2.307054977548455, 48.83358969179042], [2.307051572914327, 48.83358765386993], [2.307049019746793, 48.833585615486214], [2.307045615113163, 48.83358357756559], [2.307043062375729, 48.83358160933538], [2.307039658602121, 48.833579711721875], [2.307035403605608, 48.83357718141342], [2.307031148021808, 48.833575002756696], [2.3070277428137, 48.83357331558811], [2.307024338968167, 48.833571628427286], [2.307020934190239, 48.83357001141215], [2.307015827153645, 48.83356783231858], [2.307010720547102, 48.83356572337838], [2.307007315255213, 48.83356424756162], [2.307002208576252, 48.8335623490742], [2.306993696375005, 48.83355960702805], [2.30698603540872, 48.83355749677723], [2.306978374001416, 48.83355531727159], [2.306971564258358, 48.83355383971515], [2.306967308645058, 48.83355299572711], [2.306962200718848, 48.833552010994815], [2.3069562417687752, 48.83355109597924], [2.306950282389268, 48.833550110809654], [2.306945175237535, 48.83354947773644], [2.3069409181159433, 48.8335490546458], [2.306934959007754, 48.83354856143471], [2.30692899896704, 48.833548138369075], [2.306923040215142, 48.83354792576419], [2.306917932401935, 48.83354785479479]]], ""type"": ""Polygon""}";48.8336366133,2.30691634736
13;91;13-91;"{""coordinates"": [[[2.3505638923232492, 48.82918588563688], [2.35026250930921, 48.829092201392825], [2.350166306141128, 48.829068677225024], [2.350067551433278, 48.8290476825412], [2.349939000169618, 48.82902458317274], [2.34980874698981, 48.82900612147596], [2.349756816885664, 48.829000436604744], [2.349664024360362, 48.828991384406656], [2.349562718977261, 48.828985424652316], [2.349493763457939, 48.82898360611305], [2.349395866174191, 48.82898431922046], [2.349298819707432, 48.82898889698878], [2.349201774905983, 48.82899726824581], [2.349159211620406, 48.829002261085], [2.349063869704867, 48.82901618253871], [2.3489702316891012, 48.82903382670587], [2.349021332006328, 48.829128104699734], [2.349154129134845, 48.82910799706956], [2.349155831325464, 48.82910771583528], [2.3491575343917033, 48.82910736445458], [2.349159236582282, 48.82910708322025], [2.349160938772844, 48.82910680198587], [2.349162640963285, 48.829106520751495], [2.349164344515954, 48.82910623952449], [2.349166046220045, 48.82910588813628], [2.349167749772572, 48.82910560690925], [2.3491694509902, 48.8291051853672], [2.349171154542787, 48.829104904140095], [2.3491728567331123, 48.829104622905575], [2.34917455892352, 48.82910434167104], [2.349176261113908, 48.829104060436464], [2.349177964666321, 48.82910377920928], [2.3491796668566742, 48.82910349797462], [2.349181369047008, 48.82910321673999], [2.349183071237222, 48.829102935505325], [2.34918477391396, 48.829102724424395], [2.349186477466282, 48.82910244319711], [2.349188179656545, 48.82910216196236], [2.349189881846689, 48.829101880727585], [2.349191584523364, 48.82910166964656], [2.349193286713574, 48.829101388411765], [2.349194989293001, 48.82910096687673], [2.349196691969524, 48.82910075579567], [2.349198394159678, 48.82910047456076], [2.34920009683617, 48.82910026347966], [2.349201799026289, 48.82909998224469], [2.3492035017027533, 48.829099771163534], [2.349205203892836, 48.829099489928545], [2.34920690656927, 48.8290992788473], [2.349208610121462, 48.829098997619695], [2.34921031278664, 48.82909878743771], [2.349212014976656, 48.829098506202634], [2.34921371765303, 48.82909829512132], [2.3492154203294913, 48.82909808403997], [2.349217121643797, 48.82909787295117], [2.349218825195786, 48.829097591723404], [2.3492205278721032, 48.829097380641976], [2.349222229186365, 48.829097169553144], [2.349223931851529, 48.829096959371], [2.349225634928183, 48.82909660709001], [2.349227337593316, 48.82909639690781], [2.349229040269559, 48.82909618582625], [2.34923074294589, 48.829095974744725], [2.349232445622106, 48.829095763663126], [2.349234146936267, 48.82909555257409], [2.349235849612454, 48.82909534149245], [2.34923755228873, 48.829095130410785], [2.349239254953665, 48.82909492022843], [2.349240957629913, 48.8290947091467], [2.349242660306046, 48.82909449806499], [2.349244362982267, 48.82909428698321], [2.349246064782752, 48.82909414604781], [2.349247767458845, 48.829093934966], [2.3492494701350273, 48.829093723884164], [2.349251172799868, 48.82909351370162], [2.349252875962553, 48.829093372773535], [2.349254578638594, 48.82909316169164], [2.34925627995258, 48.82909295060229], [2.349257983115132, 48.82909280967413], [2.349259685779909, 48.829092599491474], [2.349261387580399, 48.82909245855584], [2.349263090256375, 48.82909224747381], [2.349264793418988, 48.82909210654556], [2.349266496094939, 48.82909189546346], [2.349268197884061, 48.82909175542705], [2.349269900560088, 48.82909154434496], [2.349271603236001, 48.829091333262795], [2.349273305912001, 48.82909112218061], [2.349275009074447, 48.82909098125221], [2.349276710874742, 48.82909084031637], [2.349278414026046, 48.82909070028725], [2.349280116701897, 48.82909048920498], [2.349281818502262, 48.82909034826906], [2.349283521664659, 48.82909020734052], [2.349285223453681, 48.82909006730386], [2.349286926616162, 48.82908992637528], [2.34928862841639, 48.82908978543929], [2.349290331578751, 48.829089644510645], [2.349292033367836, 48.8290895044739], [2.349293736530179, 48.82908936354523], [2.349295439692513, 48.82908922261654], [2.349297141492796, 48.8290890816804], [2.349298844643887, 48.82908894165095], [2.34930054644405, 48.82908880071478], [2.349302249606347, 48.829088659785974], [2.349303951406593, 48.829088518849765], [2.3493056550442493, 48.82908844897402], [2.349307356844378, 48.82908830803775], [2.349309060006742, 48.829088167108864], [2.349310761795627, 48.829088027071826], [2.34931246408234, 48.82908795628927], [2.34931416724468, 48.82908781536033], [2.349315869520156, 48.82908774547701], [2.349317572682378, 48.82908760454798], [2.349319274482446, 48.829087463611536], [2.34932097676923, 48.82908739282888], [2.349322679920201, 48.82908725279908], [2.349324382206873, 48.82908718201637], [2.349326085369053, 48.82908704108721], [2.34932778764459, 48.82908697120375], [2.349329489931245, 48.82908690042096], [2.349331193093401, 48.82908675949175], [2.349332895368821, 48.829086689608204], [2.34933459765546, 48.82908661882532], [2.349336300817696, 48.82908647789604], [2.349338003093099, 48.82908640801243], [2.3493397053797223, 48.82908633722949], [2.349341407666341, 48.82908626644651], [2.349343111303873, 48.829086196570245], [2.349344813103929, 48.829086055633425], [2.349346515390531, 48.82908598485036], [2.349348219028048, 48.82908591497401], [2.349349921314641, 48.829085844190956], [2.349351623590106, 48.82908577430712], [2.349353325876691, 48.829085703523965], [2.34935502816327, 48.829085632740835], [2.349356731800763, 48.82908556286435], [2.349358434087334, 48.829085492081134], [2.3493601363739, 48.82908542129786], [2.349361839135915, 48.82908542156772], [2.349363541422575, 48.82908535078441], [2.349365243697906, 48.829085280900394], [2.349366947346597, 48.829085210124504], [2.349368648746463, 48.82908521038683], [2.349370352395149, 48.82908513961086], [2.349372054681686, 48.82908506882743], [2.34937375744369, 48.82908506909712], [2.349375459730323, 48.829084998313654], [2.349377162016849, 48.82908492753017], [2.3493788647788483, 48.82908492779975], [2.349380567065367, 48.82908485701624], [2.349382269827364, 48.82908485728577], [2.349383972113877, 48.829084786502214], [2.349385674875871, 48.82908478677168], [2.349387377162377, 48.82908471598806], [2.349389079924369, 48.829084716257505], [2.349390782210969, 48.829084645473856], [2.349392484984183, 48.82908464484394], [2.349394187746173, 48.82908464511329], [2.349395890519387, 48.82908464448332], [2.34939759279465, 48.82908457459887], [2.349399295567861, 48.82908457396886], [2.349400998329848, 48.829084574238166], [2.34940270110306, 48.829084573608085], [2.349404403865048, 48.8290845738773], [2.349406106638259, 48.829084573247215], [2.3494078080381042, 48.829084573509], [2.349409510811315, 48.82908457287884], [2.349411213573303, 48.829084573147966], [2.349412916346513, 48.829084572517736], [2.349414619108502, 48.82908457278683], [2.349416321881713, 48.82908457215659], [2.3494180246437, 48.82908457242561], [2.349419726054768, 48.82908457178791], [2.349421428816756, 48.82908457205691], [2.349423131589967, 48.82908457142656], [2.349424834838718, 48.829084641849285], [2.349426537611931, 48.8290846412189], [2.349428239011778, 48.82908464148039], [2.349430793652758, 48.82908471113812], [2.349432496425973, 48.82908471050762], [2.349435049693595, 48.82908478105724], [2.349436752466813, 48.82908478042669], [2.349439307096587, 48.82908485098359], [2.349441008507664, 48.829084850345566], [2.3494427117564483, 48.829084920768054], [2.349445265035318, 48.829084990418096], [2.349447819676337, 48.8290850600755], [2.349449522438341, 48.82908506034412], [2.349451224325001, 48.829085130759054], [2.349452927584929, 48.82908520028203], [2.349455480863825, 48.829085269931895], [2.349458035493649, 48.829085340488355], [2.349459737391552, 48.82908541000389], [2.3494622920213892, 48.82908548056028], [2.349463993919302, 48.82908555007577], [2.349465697168139, 48.829085620497914], [2.349467399054839, 48.829085690912606], [2.349469102314909, 48.82908576043538], [2.349470804201618, 48.829085830850076], [2.349472507461595, 48.8290859003728], [2.349474209348313, 48.82908597078741], [2.3494759125971783, 48.82908604120941], [2.349477614495128, 48.82908611072468], [2.349480168249718, 48.829086251427086], [2.349481871509822, 48.8290863209497], [2.349484425264333, 48.829086461651976], [2.3494869790301802, 48.82908660145495], [2.349489532784819, 48.829086742157166], [2.349492086550694, 48.82908688195998], [2.349494641667402, 48.8290870226695], [2.349496343565408, 48.829087092184515], [2.349498045939059, 48.82908723275254], [2.349499749187999, 48.829087303174184], [2.349501451572887, 48.82908744284291], [2.349503154821735, 48.82908751326454], [2.34950485719542, 48.82908765383249], [2.349506559093459, 48.829087723347335], [2.349667455584254, 48.829096556928604], [2.349799410652482, 48.8291117174354], [2.350090565321481, 48.82915973733967], [2.350491051910629, 48.829284403157786], [2.3505638923232492, 48.82918588563688]]], ""type"": ""Polygon""}";48.8290910344,2.34978715882
18;171;18-171;"{""coordinates"": [[[2.362453421425899, 48.89509367672812], [2.362757432785328, 48.89524060855154], [2.362758852169657, 48.895241984867425], [2.363093793323768, 48.89520467870512], [2.363209654694343, 48.89507397632856], [2.363161055737975, 48.895053613623965], [2.363128590197711, 48.894912547384536], [2.363039089017614, 48.894919452979344], [2.363022946268924, 48.89501950087767], [2.362506409710375, 48.895082148060055], [2.36251094462889, 48.89496486684468], [2.362402130528404, 48.89497762894037], [2.362453421425899, 48.89509367672812]]], ""type"": ""Polygon""}";48.8951024523,2.36286067067
13;99;13-99;"{""coordinates"": [[[2.353170780104274, 48.827252375835364], [2.353125657075654, 48.82723327278276], [2.353086526587086, 48.82732018444565], [2.353134200464064, 48.827331207836096], [2.353259345258433, 48.82735844860328], [2.353301061567625, 48.827369543136435], [2.353262782505042, 48.82745448802051], [2.353273002013073, 48.8274693802677], [2.353315570611427, 48.827486446753205], [2.353333443337036, 48.82747274429395], [2.353387890850472, 48.82737311278385], [2.353340215445537, 48.82735934999206], [2.3533487188311453, 48.82733117629372], [2.353347017157833, 48.82733054382582], [2.353246552785099, 48.827286227989255], [2.353170780104274, 48.827252375835364]]], ""type"": ""Polygon""}";48.8273477404,2.35324772857
9;1;9-1;"{""coordinates"": [[[2.343151362024785, 48.8818329801048], [2.3433899825776923, 48.881880458919355], [2.343509257365418, 48.88163006012353], [2.343268081674484, 48.881582862494845], [2.343151362024785, 48.8818329801048]]], ""type"": ""Polygon""}";48.8817314091,2.34332981915
16;196;16-196;"{""coordinates"": [[[2.260790442673661, 48.83981809542488], [2.260708857373995, 48.8397164512386], [2.260532504036751, 48.839780054957444], [2.260578397198294, 48.839836150196234], [2.260612392994656, 48.83987755345364], [2.260790442673661, 48.83981809542488]]], ""type"": ""Polygon""}";48.8397977928,2.2606615346
13;100;13-100;"{""coordinates"": [[[2.34434949792043, 48.82380306365865], [2.344329060855743, 48.82374580690339], [2.344237982848421, 48.823755788844814], [2.343002845425536, 48.82339081735603], [2.342946665337193, 48.823374310871024], [2.342979066215077, 48.8238436173656], [2.343016519251169, 48.82384361538021], [2.342996050612319, 48.823508917917025], [2.343316952005677, 48.82351262232825], [2.3434344222925, 48.823548305348], [2.343456592919803, 48.823850826000275], [2.343575760832732, 48.82385278520289], [2.34355189372689, 48.82359916347111], [2.343579132945917, 48.82360344744092], [2.343578282866889, 48.82361384498684], [2.343681278615775, 48.823619248071935], [2.343923880935757, 48.823688856544734], [2.343933284542792, 48.82397950357026], [2.344097566259599, 48.82397626131579], [2.3440932861536963, 48.82380371370369], [2.34434949792043, 48.82380306365865]]], ""type"": ""Polygon""}";48.8236892864,2.34361942714
14;164;14-164;"{""coordinates"": [[[2.33089793223576, 48.82075295310055], [2.331102543001766, 48.82117269265355], [2.332266950302015, 48.82092558120873], [2.332049148219133, 48.82050001207193], [2.33089793223576, 48.82075295310055]]], ""type"": ""Polygon""}";48.8208377058,2.33158107258
9;70;9-70;"{""coordinates"": [[[2.341958752516397, 48.87980431978849], [2.341994345730921, 48.87995750818992], [2.342052689338082, 48.87994723200737], [2.342046722035073, 48.879926436307734], [2.342068879067485, 48.87992313341709], [2.3420577962800992, 48.87988772511826], [2.342035633545552, 48.87981711897336], [2.342014503268714, 48.87977099564827], [2.341966539357512, 48.87978189994243], [2.341958752516397, 48.87980431978849]]], ""type"": ""Polygon""}";48.8798655307,2.34201049116
14;7;14-7;"{""coordinates"": [[[2.338186971131963, 48.82799085031382], [2.338222688542903, 48.82811869183092], [2.338254435804186, 48.828114499235774], [2.338266341741512, 48.82814698400093], [2.338356298308287, 48.82813311419241], [2.338376727529445, 48.82810999994456], [2.338288186756233, 48.82777965869165], [2.3382609451905703, 48.82776694278137], [2.338131650056547, 48.82778280547734], [2.338174270901566, 48.827944219358535], [2.33819411199841, 48.827942647324996], [2.338207605925442, 48.82798770606487], [2.338186971131963, 48.82799085031382]]], ""type"": ""Polygon""}";48.827952929,2.33825764568
10;20;10-20;"{""coordinates"": [[[2.3746066211587, 48.87244959855432], [2.374748160436137, 48.872493345123004], [2.374751430263707, 48.87249091600842], [2.3747551102251663, 48.87248884697183], [2.374759198172379, 48.87248731696992], [2.374763696264378, 48.87248614614667], [2.374764513705732, 48.8724859660525], [2.374768467358098, 48.87248551545159], [2.374773238802079, 48.87248542346051], [2.374778010291045, 48.87248578203692], [2.374782645793954, 48.87248667950459], [2.37478782810777, 48.87248847646632], [2.374959153840151, 48.87226252082541], [2.374968970886662, 48.87226584477207], [2.375202257672757, 48.871986201715366], [2.374959731609085, 48.87189455401499], [2.374726794137425, 48.872181933644384], [2.374595657775839, 48.872131390241705], [2.3745722562297362, 48.8721229805853], [2.374332152585942, 48.872400826768015], [2.374568934643273, 48.87249963946947], [2.3746066211587, 48.87244959855432]]], ""type"": ""Polygon""}";48.8722295569,2.37477151355
16;201;16-201;"{""coordinates"": [[[2.280981583776428, 48.86928924573597], [2.281001151173314, 48.86931440742092], [2.281040355648063, 48.86930220134082], [2.281157118468448, 48.86926586570601], [2.281170755134471, 48.86926172786387], [2.281317348075919, 48.86921557047021], [2.281279918731213, 48.86916286067516], [2.281495546471874, 48.869094324505], [2.281418140761149, 48.86898349362137], [2.281403652172413, 48.86898812371691], [2.28134058313227, 48.86900790573482], [2.281314163341828, 48.869016182984886], [2.281176945548783, 48.86905981555489], [2.281047398811649, 48.86910057116435], [2.280958760675125, 48.86912870002896], [2.280945867034652, 48.86923070576078], [2.280945004805824, 48.86923983795593], [2.280981583776428, 48.86928924573597]]], ""type"": ""Polygon""}";48.8691476331,2.28119018939
16;24;16-24;"{""coordinates"": [[[2.273298308164246, 48.854062887041806], [2.273423551982592, 48.854030569121214], [2.273647630254078, 48.853972029429364], [2.273590690437707, 48.85387272616435], [2.273581342118545, 48.8538574054536], [2.273356415121731, 48.85391467986563], [2.273042881331326, 48.85399347239319], [2.273075175778407, 48.854048782339724], [2.273092215177644, 48.854043943866714], [2.273116070044062, 48.85403932037093], [2.273139070422503, 48.85403645262872], [2.273163771307749, 48.85403527162078], [2.273186766887486, 48.85403577644429], [2.273200393110467, 48.85403683771739], [2.2732114637348753, 48.85403810920574], [2.273233604322001, 48.85404177457797], [2.2732565943930982, 48.85404726721102], [2.273277877432268, 48.85405437461744], [2.273298308164246, 48.854062887041806]]], ""type"": ""Polygon""}";48.8539711011,2.27337224818
16;169;16-169;"{""coordinates"": [[[2.256559964381879, 48.83897121469047], [2.2565770531034293, 48.838934693849794], [2.256706926706696, 48.83865502630777], [2.256657630273833, 48.83860033205427], [2.256546089722789, 48.83860053463175], [2.256491959002776, 48.83863947480181], [2.256528547741002, 48.83865460576816], [2.256536214620465, 48.838652011056055], [2.256542177365145, 48.83865053986401], [2.256548990802463, 48.838649701722844], [2.256555802033851, 48.83864949582836], [2.256562612783701, 48.838649992342596], [2.256568572141664, 48.83865105107074], [2.256575380843763, 48.838652741941836], [2.256580485630211, 48.83865506347739], [2.256585590199896, 48.83865787786898], [2.256590693216237, 48.83866118330955], [2.256594093594288, 48.838664838817735], [2.256596641507889, 48.83866884518052], [2.256599189145256, 48.83867306199533], [2.25660003341988, 48.838677488570966], [2.256600026144895, 48.83868191525061], [2.256599166983816, 48.83868627008219], [2.256596606736557, 48.838690483932425], [2.256594045415977, 48.83869448642275], [2.256590633835043, 48.83869820752056], [2.256584667062731, 48.838702348934966], [2.256580405833902, 48.83870431276911], [2.256575293139762, 48.838706557312484], [2.256568478924452, 48.838708309215534], [2.256562516740283, 48.83870935860537], [2.256555704210949, 48.83870984599662], [2.256548893538364, 48.83870963008765], [2.256542083696407, 48.83870878282204], [2.256536125247977, 48.83870737334194], [2.25653016864407, 48.838705261460994], [2.2565250637829832, 48.83870265841853], [2.256519960489696, 48.83869956342733], [2.256515707938756, 48.838696047419866], [2.256512308854653, 48.83869211041312], [2.256510613122207, 48.838687964545926], [2.256508916679266, 48.838683677472375], [2.256508923949162, 48.83867925169204], [2.256508931231884, 48.83867482501236], [2.256510640936474, 48.83867054112232], [2.256474906212575, 48.83865456824762], [2.25637896139447, 48.83875020318304], [2.25645042818406, 48.838784538598766], [2.256307989146724, 48.838935980272396], [2.256400740779914, 48.838971946399695], [2.256433140765282, 48.83894414756461], [2.256559964381879, 48.83897121469047]]], ""type"": ""Polygon""}";48.8387931454,2.25652305088
